Título;Preço;Taxa de Condomínio;IPTU;Área;Banheiros;Vagas na Garagem;Detalhes do Imóvel;Detalhes do Condominio;CEP;Município;Bairro;Logradouro;Quartos
Apartamento com 4 quartos à venda em Tirol, 188 m² por R$ 740.000 - Edifício Maria Câmara;590000;1600;3807;188;3;3;Área de serviço, Churrasqueira, Ar condicionado, Piscina;Piscina, Elevador;59020100;Natal;Tirol;Avenida Afonso Pena - de 599/600 a 907/908;4
Apartamento com 3 quartos no Tirol.;525000;780;2400;98;3;2;Churrasqueira, Piscina;Portaria, Piscina, Permitido animais, Salão de festas, Condomínio fechado;59022430;Natal;Tirol;Avenida Beira Canal;3
Apartamento com 3 dormitórios à venda, 113 m² - Tirol - Natal/RN;260000;650;1710;113;3;1;Área de serviço;Elevador;59022300;Natal;Lagoa Seca;Rua Alberto Silva;3
Apartamento Alto Padrão Potengi Flat;365000;0;0;58;1;1;Churrasqueira, Mobiliado, Piscina, Academia, Ar condicionado;Academia, Permitido animais, Piscina, Salão de festas, Elevador;59020030;Natal;Petrópolis;Rua Potengi;1
Disponível para venda  Apartamento no Condomínio Residencial Estrela do Atlântico;480000;0;0;59;2;1;empty;empty;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;2
S0721 - Apartamento com 3 dormitórios à venda, 208 m² por R$ 2.200.000 - Tirol - Natal/RN;2200000;1300;8000;208;1;2;Área de serviço;Elevador;59020510;Natal;Tirol;Avenida Prudente de Morais - de 490 a 1666 - lado par;3
NATAL - Flat Padrão - Ponta Negra;290000;748;1100;34;1;1;Varanda;Elevador, Salão de festas;59090177;Natal;Ponta Negra;Rua Altemar Dutra;1
NATAL - Apartamento Padrão - Lagoa Nova;257000;300;1100;40;1;1;Academia, Piscina, Área de serviço;Piscina, Elevador, Academia;59063350;Natal;Lagoa Nova;Avenida Amintas Barros - de 2596 a 3192 - lado par;2
Residencial VISTAMAR , em Capim Macio, com 3 ou 4 quartos , 2 vagas de garagem;1168344;0;0;190;4;2;Piscina, Varanda, Churrasqueira, Academia, Área de serviço;Elevador, Salão de festas, Academia, Segurança 24h, Piscina;59082100;Natal;Capim Macio;empty;3
Apartamento para venda com 220 metros quadrados com 4 quartos em Barro Vermelho - Natal -;700000;960;0;220;4;2;Academia, Piscina;Academia, Piscina, Salão de festas, Elevador, Permitido animais, Portaria, Condomínio fechado;59022545;Natal;Barro Vermelho;Avenida Prudente de Morais - de 1668 a 2564 - lado par;4
Apartamento  Bairro Latino - Natal- RN..;230000;0;0;98;2;2;Área de serviço, Armários embutidos;Permitido animais, Condomínio fechado;59064902;Natal;Candelária;Alameda das Mansões;3
Apartamento com 1 dormitório à venda, 49 m² por R$ 320.000,00 - Ponta Negra - Natal/RN;320000;1120;0;49;1;2;Mobiliado, Ar condicionado, Piscina, Churrasqueira;Piscina;59090000;Natal;Ponta Negra;Avenida Engenheiro Roberto Freire - de 3206 a 3766 - lado par;1
Vendo e aceito carro;210000;550;empty;55;1;1;Área de serviço, Armários embutidos, Armários na cozinha, Piscina;Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas;59063380;Natal;Lagoa Nova;Rua Sérgio Severo;2
Apto Tirol 118m2 no Cond. Ed. Solar da Catalunya com ¾ sendo 3 suítes;670000;890;0;118;3;2;Quarto de serviço, Armários na cozinha, Mobiliado, Academia, Piscina, Churrasqueira, Área de serviço, Varanda, Ar condicionado, Armários embutidos;Piscina, Elevador, Salão de festas, Academia, Permitido animais, Portaria, Condomínio fechado;59020058;Natal;Petrópolis;Avenida Rodrigues Alves - até 599/600;3
Le Rivag em Petrópolis - Natal - RN;1100000;1700;0;206;4;4;Varanda, Piscina, Ar condicionado, Academia, Churrasqueira;Condomínio fechado, Salão de festas, Portaria, Academia, Elevador, Permitido animais, Piscina;59012570;Natal;Petrópolis;Rua General Gustavo Cordeiro de Faria;3
Oportunidade para morar ou investir em excelente localização em Ponta Negra;341990;0;0;51;2;1;Churrasqueira, Academia, Piscina;Portaria, Salão de festas, Condomínio fechado, Piscina, Permitido animais, Academia;59092550;Natal;Ponta Negra;Rua Professor Pedro Pinheiro de Souza;2
Porto Arena Andar alto bela vita.;650000;700;1990;95;2;2;Varanda, Mobiliado, Piscina, Academia, Ar condicionado, Churrasqueira;Portaria, Permitido animais, Salão de festas, Elevador, Condomínio fechado, Piscina, Academia;59064742;Natal;Candelária;Vila Menino Jesus;3
Portamaris 79m² Andar Alto.;500000;500;0;79;3;2;Academia, Varanda, Piscina, Churrasqueira;Elevador, Piscina, Salão de festas, Academia, Condomínio fechado;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;3
NATAL - Padrão - Capim Macio;600000;1360;1246;145;3;2;Academia, Área de serviço;Elevador, Academia;59082010;Natal;Capim Macio;Rua Pastor Gabino Brelaz;3
Saint Charbel   com 108m² 3 quartos em Capim Macio - Natal - RN;780000;800;3000;108;3;2;Churrasqueira, Academia, Piscina;Condomínio fechado, Permitido animais, Portaria, Academia, Piscina, Salão de festas;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;3
VENDE-SE APTO EM CONSTRUÇÃO DE 3/4 PRÓXIMO AO ALECRIM;322000;0;0;76;2;2;empty;empty;59054600;Natal;Dix-Sept Rosado;Avenida Interventor Mário Câmara;3
Ed. Cecílio Clemente;980000;1382;0;143;5 ou mais;3;empty;empty;59056300;Natal;Lagoa Nova;Avenida Rui Barbosa;3
Olhar das Dunas -  Apartamentos c/ 2 e 3 dormitórios - Lagoa Nova, Natal/RN;403000;0;0;55;2;1;Varanda, Churrasqueira, Piscina;Elevador, Piscina;59056215;Natal;Lagoa Nova;Avenida Amintas Barros - de 3193 a 3831 - lado ímpar;2
Apartamento Totalmente Mobiliado em Ponta Negra - 45m²;145000;1;1;45;1;1;empty;empty;59090000;Natal;Ponta Negra;Avenida Engenheiro Roberto Freire - de 3206 a 3766 - lado par;1
Apartamento com 4 dormitórios à venda, 164 m² por R$ 1.400.000 - Lagoa Nova - Natal/RN;1400000;900;0;164;5 ou mais;3;Piscina, Churrasqueira, Varanda;Piscina;59056190;Natal;Lagoa Nova;Rua Antídio de Azevedo;4
Apartamento reformado no Barro Vermelho (108 m², 4/4 sendo 02 suítes, andar alto);549999;650;0;108;4;2;Churrasqueira, Armários na cozinha, Piscina, Área de serviço, Armários embutidos, Ar condicionado;Portaria, Elevador, Salão de festas, Permitido animais, Condomínio fechado, Piscina;59030430;Natal;Barro Vermelho;Rua Calistrato Carrilho;4
Excelente apartamento em Lagoa Nova (2/4 sendo 01 suíte, andar alto);264992;380;0;58;2;1;Área de serviço, Academia, Churrasqueira, Varanda, Piscina, Armários na cozinha;Condomínio fechado, Piscina, Permitido animais, Elevador, Portaria, Academia, Salão de festas;59052700;Natal;Dix-Sept Rosado;Rua dos Caicós - de 1965/1966 a 2167/2168;2
Apartamento para venda possui 220 metros quadrados com 4 quartos em Petrópolis - Natal - R;900000;1850;5500;220;5 ou mais;2;Piscina, Armários na cozinha, Área de serviço, Ar condicionado, Armários embutidos;Permitido animais, Portaria, Elevador, Piscina, Condomínio fechado;59020030;Natal;Petrópolis;Rua Potengi;4
Apartamento 3/4 Capim Macio;360000;0;0;90;3;2;Ar condicionado, Piscina, Churrasqueira;Permitido animais, Elevador, Condomínio fechado, Salão de festas, Piscina;59082180;Natal;Capim Macio;Rua Professora Dirce Coutinho;3
Vendo apartamento com 03 quartos localizado na Ribeira;360000;0;0;76;2;2;empty;empty;59012110;Natal;Ribeira;Rua Teotônio Freire;3
Natal - Apartamento Padrão - Lagoa Nova;395000;900;1800;230;3;3;Armários na cozinha, Piscina, Varanda, Churrasqueira, Área de serviço;Piscina;59056450;Natal;Lagoa Nova;Avenida Nascimento de Castro - de 1041/1042 ao fim;3
Natal - Apartamento Padrão - Ponta Negra;110000;260;0;48;1;empty;Churrasqueira, Área de serviço, Armários na cozinha;empty;59091100;Natal;Ponta Negra;Rua Getúlio Lopes de Araújo;2
Natal - Apartamento Padrão - Capim Macio;660000;600;2400;85;3;2;Mobiliado, Piscina, Armários na cozinha, Ar condicionado, Varanda, Área de serviço, Churrasqueira;Piscina, Salão de festas;59082060;Natal;Capim Macio;Rua Américo Soares Wanderley;3
Natal - Apartamento Padrão - Candelária;559000;450;0;98;3;2;Ar condicionado, Área de serviço, Piscina, Armários na cozinha, Varanda, Churrasqueira;Piscina, Salão de festas;59064585;Natal;Candelária;Rua Desembargador Túlio Bezerra de Melo;3
Natal - Apartamento Padrão - Ponta Negra;209000;400;2200;68;1;1;Armários na cozinha, Varanda, Piscina, Churrasqueira, Mobiliado;Salão de festas, Piscina;59090430;Natal;Ponta Negra;Rua Doutor Manoel Augusto Bezerra de Araújo;2
Natal - Apartamento Padrão - Candelária;335000;500;1500;59;2;1;Área de serviço, Mobiliado, Ar condicionado, Varanda, Armários na cozinha, Churrasqueira, Piscina;Piscina, Salão de festas;59064720;Natal;Candelária;Avenida das Brancas Dunas;2
Belíssima cobertura p/ venda em Capim Macio - Natal/RN;790000;650;1650;119;2;2;Ar condicionado, Mobiliado, Academia, Churrasqueira, Piscina;Condomínio fechado, Portaria, Academia, Elevador, Permitido animais, Salão de festas, Piscina;59082030;Natal;Capim Macio;Rua Aldo de Melo Freire;2
jeronimo costa de 87 metros quadrados com 3 quartos em Candelária - Natal - RN;510000;1;1;87;2;2;Churrasqueira, Piscina, Academia;Piscina, Portaria, Academia, Salão de festas, Elevador, Condomínio fechado, Permitido animais;59064330;Natal;Candelária;Rua Anísio de Souza;3
Apartamento com 2 quartos à venda na entrada de Natal/RN;200000;300;0;52;1;1;Piscina, Churrasqueira;Piscina, Segurança 24h;59067400;Natal;Pitimbu;Avenida dos Caiapós;2
Luau de Ponta Negra 116m2 com 3 suítes todo projetado e reformado | Excelente condomínio c;750000;659;0;116;3;2;Churrasqueira, Varanda, Ar condicionado, Academia, Piscina;Academia, Portaria, Piscina, Condomínio fechado, Elevador, Salão de festas, Permitido animais;59092540;Natal;Ponta Negra;Rua Tenente Olavo Francisco dos Santos;3
Apartamento com 220m² - 4 suítes  varanda  2 vagas em Lagoa Nova - Natal - RN;550000;1200;4455;220;5 ou mais;2;Churrasqueira, Academia, Piscina;Condomínio fechado, Salão de festas, Permitido animais, Piscina, Academia, Elevador, Portaria;59075720;Natal;Lagoa Nova;Rua Fernando Barreto;4
Apartamento para venda possui 79 metros quadrados com 3 quartos em Ponta Negra - Natal - R;427000;0;0;79;2;empty;empty;empty;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;3
apt para vender no tirol;700000;1200;0;186;4;3;empty;empty;59022010;Natal;Tirol;Rua José Barreira Lima Verde;3
Apartamento para venda  em Lagoa Nova;750000;0;0;131;5 ou mais;3;empty;empty;59062380;Natal;Lagoa Nova;Rua Doutor Rômulo Jorge;3
Apartamento para venda possui 332 metros quadrados com 4 quartos em Petrópolis - Natal - R;430000;1500;3295;332;5 ou mais;2;Ar condicionado, Varanda, Mobiliado, Área de serviço;Condomínio fechado, Elevador, Salão de festas;59020035;Natal;Petrópolis;Avenida Marechal Floriano Peixoto;4
Apartamento para venda possui 142 metros quadrados com 3 quartos;750000;890;0;142;4;2;empty;empty;59063350;Natal;Lagoa Nova;Avenida Amintas Barros - de 2596 a 3192 - lado par;3
PR- Apartamento para locação no Residencial San Lorenzo.;820000;0;0;270;3;3;Piscina, Academia;Academia, Salão de festas, Condomínio fechado, Portaria, Elevador, Permitido animais, Piscina;59056285;Natal;Lagoa Nova;Avenida Antônio Basílio - de 3412 a 4082 - lado par;4
Apartamento com 04 suítes no Edifício Mirante João Olímpio;3000000;2300;0;360;4;5 ou mais;Quarto de serviço, Piscina, Área de serviço, Academia, Armários embutidos, Ar condicionado, Armários na cozinha, Churrasqueira, Varanda;Piscina, Salão de festas, Permitido animais, Elevador, Condomínio fechado, Academia, Portaria;59012420;Natal;Ribeira;Rua Sachet;4
Apartamento com 3 quartos em Candelária;650000;600;3200;123;4;2;Piscina, Ar condicionado, Armários embutidos, Academia, Área de serviço, Varanda;Academia, Salão de festas, Condomínio fechado, Permitido animais, Portaria, Piscina;59064500;Natal;Candelária;Rua Jaguarari - de 2533/2534 ao fim;3
Apartamento para venda tem 123 metros quadrados com 3 quartos em Candelária - Natal - RN;620000;550;2885;123;4;2;Piscina, Academia, Mobiliado, Churrasqueira, Ar condicionado;Salão de festas, Elevador, Piscina, Academia, Condomínio fechado;59064500;Natal;Candelária;Rua Jaguarari - de 2533/2534 ao fim;3
APARTAMENTO RESIDENCIAL em NATAL - RN, CAPIM MACIO;260000;0;0;55;2;1;empty;empty;59082090;Natal;Capim Macio;Rua Valter Fernandes;2
Apartamento com 3 dormitórios à venda, 75 m² por R$ 330.000,00 - Dix-Sept Rosado - Natal/R;330000;290;120;75;2;2;Churrasqueira, Área de serviço, Piscina, Ar condicionado;Elevador, Piscina;59054600;Natal;Dix-Sept Rosado;Avenida Interventor Mário Câmara;3
Apartamento para Venda em Natal, Candelária, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;275000;400;1600;55;2;1;empty;empty;59066050;Natal;Candelária;Rua Eletricista Elias Ferreira;2
APARTAMENTO CONDOMÍNIO QUARTIER 3 SUÍTES MOBILIADO;800000;613;3735;119;4;2;Churrasqueira, Ar condicionado, Piscina, Mobiliado;Piscina, Elevador;59075770;Natal;Lagoa Nova;Rua Morais Navarro;3
Cobertura duplex com 4 quartos 2 suíte, 3 vagas de garagem, frontal Mar - praia de Camboin;3100000;2900;470;250;1;2;Ar condicionado, Piscina, Churrasqueira, Mobiliado, Academia;Condomínio fechado, Piscina, Permitido animais, Academia, Elevador;59092030;Natal;Ponta Negra;Rua Praia de Camboinhas;3
Apartamento em Morro Branco, 170m².;495000;1200;3000;170;4;2;Área de serviço, Churrasqueira, Armários na cozinha, Ar condicionado, Piscina, Armários embutidos;Portaria, Piscina, Permitido animais, Elevador, Condomínio fechado, Salão de festas;59015400;Natal;Tirol;Rua Doutor João Dutra;3
Apartamento no condomínio Dorian Gray;1800000;1750;0;615;2;3;empty;empty;59056300;Natal;Lagoa Nova;Avenida Rui Barbosa;5 ou mais
Apartamento para venda tem 85 metros quadrados com 3 quartos em Capim Macio - Natal - RN;650000;650;2500;85;1;2;Armários na cozinha, Academia, Piscina, Área de serviço, Ar condicionado, Churrasqueira;Elevador, Salão de festas, Permitido animais, Condomínio fechado, Piscina, Portaria, Academia;59082060;Natal;Capim Macio;Rua Américo Soares Wanderley;3
Apartamento para venda em condomínio clube Di Maria, com excelente acabamento em Neópolis,;594500;350;0;90;4;2;Churrasqueira, Piscina;Elevador, Piscina;59084470;Natal;Neópolis;Rua Conquista;3
Residencial Sebastiano Ricci - 3 suites - 130m - Candelaria - Oportunidade - Novo - Andar;895000;800;2000;130;5 ou mais;3;Piscina, Área de serviço, Academia, Churrasqueira, Varanda;Segurança 24h, Salão de festas, Elevador, Academia, Piscina, Condomínio fechado;59064380;Natal;Lagoa Nova;Rua Francisco Maia Sobrinho;4
Apartamento para venda possui 79 metros quadrados com 3 quartos em Ponta Negra - Natal - R;730000;650;240;79;3;2;Ar condicionado, Piscina, Churrasqueira, Varanda, Academia;Condomínio fechado, Piscina, Salão de festas, Academia, Permitido animais, Portaria, Elevador;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;3
Apartamento para venda possui 62 metros quadrados com 2 quartos;140000;175;800;62;2;1;empty;empty;59073070;Natal;Planalto;Rua Engenheiro João Hélio Alves Rocha;2
Ed ROLAND GARROS;600000;0;0;160;3;1;empty;empty;59012340;Natal;Petrópolis;Rua Joaquim Fabrício;2
NORMA DANTAS;900000;0;0;225;4;2;empty;empty;59020200;Natal;Tirol;Avenida Rodrigues Alves - de 601/602 a 983/984;4
Porteira fechada! Porto Arena - 3 quartos - 97m² - localização privilegiada em Candelária;700000;668;0;96;3;2;Varanda, Ar condicionado, Academia, Piscina, Mobiliado, Churrasqueira;Portaria, Condomínio fechado, Elevador, Permitido animais, Salão de festas, Piscina, Academia;59064740;Natal;Candelária;Alameda das Mansões;3
Apartamento à venda com 142 m² em Lagoa Nova - Natal - RN;847661;700;400;142;4;2;Varanda, Área de serviço, Academia, Piscina, Churrasqueira;Elevador, Piscina, Segurança 24h, Salão de festas, Academia;59064360;Natal;Lagoa Nova;Rua Doutor Paulo Pinto de Abreu;3
Apartamento no Planalto - 2/4 - Com/sem Suíte - San Francisco - Documentação Grátis;122000;1;1;52;1;1;empty;empty;59073100;Natal;Planalto;Rua Paracati;2
Apartamento com 4 dormitórios à venda, 108 m² por R$ 751.000,00 - Capim Macio - Natal/RN;751000;0;0;108;4;2;Área de serviço, Piscina, Churrasqueira;Piscina, Condomínio fechado;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;4
Duplex para venda no Infinity Areia Preta com 406 m², 4 suítes - Natal - RN;4200000;3500;14000;406;5 ou mais;5 ou mais;Varanda, Área de serviço, Churrasqueira, Piscina, Academia;Piscina, Portaria, Permitido animais, Academia, Condomínio fechado, Salão de festas, Elevador;59014100;Natal;Areia Preta;Avenida Governador Sílvio Pedroza;4
RESIDENCIAL LUÍS DE CAMÕES;550000;0;0;89;1;2;Varanda, Área de serviço, Piscina;Salão de festas, Piscina;59020310;Natal;Tirol;Rua Doutor João Chaves;3
Natal - Apartamento Padrão - Ribeira;310000;335;150;75;2;2;Churrasqueira, Piscina, Área de serviço;Piscina;59012110;Natal;Ribeira;Rua Teotônio Freire;3
Vendo Apto 101m2 Residencial Atalanta no Barro Vermelho com ¾ (1s) e 2 Vg;429900;839;1390;101;3;2;Piscina, Armários na cozinha, Ar condicionado, Mobiliado, Churrasqueira, Armários embutidos, Área de serviço, Varanda, Academia, Quarto de serviço;Salão de festas, Condomínio fechado, Academia, Permitido animais, Portaria, Elevador, Piscina;59030640;Natal;Barro Vermelho;Rua João das Estivas;3
Apartamento para venda tem 240 metros quadrados com 4 quartos em Tirol - Natal - RN;620000;1600;4827;240;5 ou mais;2;Varanda, Armários embutidos, Área de serviço, Armários na cozinha, Mobiliado;Elevador, Condomínio fechado, Portaria, Permitido animais;59020510;Natal;Tirol;Avenida Prudente de Morais - de 490 a 1666 - lado par;4
Apartamento para venda no Les Amis Lagoa Nova em Natal/RN.;423500;0;0;61;2;1;Varanda, Piscina, Churrasqueira;Piscina;59062470;Natal;Lagoa Nova;Rua José Claudino Leite;2
DUO - repasse - Apartamento para venda com 117 m² - 3 suítes - Capim Macio - Natal - RN;807070;0;0;117;4;2;Varanda, Academia, Churrasqueira, Piscina;Permitido animais, Elevador, Academia, Portaria, Condomínio fechado, Salão de festas, Piscina;59082015;Natal;Capim Macio;Rua Jornalista Alexis Gurgel;3
Apartamento para venda Vila Park Royal, 78m², com 3 quartos em Neópolis - Natal - RN;395000;370;0;78;1;2;Varanda, Área de serviço, Churrasqueira, Armários na cozinha, Academia;Academia, Elevador, Salão de festas;59091250;Natal;Ponta Negra;Rua Desportista Jeremias Pinheiro da Câmara Filho;3
Apartamento com vista para o mar, 2 quartos sendo 1 suíte, condomínio com lazer completo;264990;360;1700;57;2;1;Área de serviço, Piscina, Churrasqueira;Piscina, Elevador;59012145;Natal;Rocas;Rua Engenheiro Vulpiano Cavalcanti Filho;2
Apartamento venda candelária, 4 suítes, closet, escritório, 03 vagas, lazer, elevador, por;950000;2000;7000;325;5 ou mais;3;Ar condicionado, Churrasqueira, Piscina;Piscina, Elevador, Permitido animais, Condomínio fechado, Salão de festas, Portaria;59064490;Natal;Candelária;Rua Ministro Mirabeau da Cunha Melo;4
Apartamento Mobiliado em Lagoa Nova, 2/4, 1 Banheiro, Escada, 2° Andar;210000;0;0;53;1;1;Varanda, Ar condicionado;empty;59056020;Natal;Lagoa Nova;Rua Contador Manoel Raimundo de Aguiar;2
Apartamento com dois quartos em  Neópolis - Natal - RN;440000;360;899;67;1;2;Churrasqueira, Academia, Piscina;Portaria, Academia, Permitido animais, Piscina, Elevador, Condomínio fechado, Salão de festas;59086005;Natal;Neópolis;Rua Lúcia Viveiros;2
NATAL - Apartamento Padrão - Ponta Negra;590000;510;0;55;2;1;empty;empty;59063350;Natal;Lagoa Nova;Avenida Amintas Barros - de 2596 a 3192 - lado par;2
Apartamento a venda 2 quartos Ponta Negra, Natal/RN;280000;0;0;65;2;1;empty;empty;59090515;Natal;Ponta Negra;Rua do Golfinho;2
Apartamento no Sun River 3 quartos sendo 1 suíte.;310000;335;2000;75;1;2;Academia, Piscina, Churrasqueira;Academia, Piscina, Condomínio fechado, Segurança 24h;59012110;Natal;Ribeira;Rua Teotônio Freire;3
Edf. Residencial Terrazzo - Candelária - Natal/RN;599990;1100;4651;124;5 ou mais;3;Área de serviço, Varanda, Churrasqueira, Piscina, Armários embutidos, Ar condicionado, Armários na cozinha;Permitido animais, Portaria, Piscina, Salão de festas, Elevador, Condomínio fechado;59064330;Natal;Candelária;Rua Anísio de Souza;4
Excelente apartamento no Tirol (125 m², andar alto, 3/4 sendo 01 suíte);295000;1200;0;125;3;2;Área de serviço, Armários embutidos, Armários na cozinha, Quarto de serviço, Varanda;Elevador, Permitido animais, Portaria, Condomínio fechado, Salão de festas;59020610;Natal;Tirol;Rua Professor Manoel Fernandes;3
Apartamento com 2 dormitórios à venda, 54 m² por R$ 132.000,00 - Pajuçara - Natal/RN;132000;165;0;55;1;1;Churrasqueira, Área de serviço, Piscina;Piscina, Condomínio fechado;59122330;Natal;Pajuçara;Rua Hiroshi Ienaga;2
Apartamento à venda 198 m² com 4 suítes em Tirol - Natal - RN;800000;0;0;198;5 ou mais;2;Churrasqueira, Academia, Varanda, Piscina;Elevador, Piscina, Permitido animais, Academia, Salão de festas, Condomínio fechado;59020300;Natal;Tirol;Avenida Campos Sales - de 541/542 ao fim;4
Apartamento venda, 160 metros quadrados, 4 quartos, suíte, lazer, portaria, 2 vagas,em Lag;280000;1100;1900;160;3;2;Piscina, Churrasqueira;Permitido animais, Elevador, Portaria, Condomínio fechado, Piscina;59063150;Natal;Lagoa Nova;Rua São José;4
Ótimo apartamento espaçoso em condomínio fechado em uma das melhores localizações de Capim;240000;0;0;110;1;1;Varanda, Churrasqueira, Área de serviço, Ar condicionado, Mobiliado;Condomínio fechado;59078320;Natal;Capim Macio;Avenida João Ferreira de Melo;2
Já pensou em acordar todos os dias com a melhor vista de Ponta Negra?!;559000;438;2200;55;2;1;Varanda, Academia, Área de serviço, Ar condicionado, Piscina, Mobiliado;Portaria, Elevador, Permitido animais, Condomínio fechado, Piscina, Salão de festas, Academia;59092440;Natal;Ponta Negra;Avenida Engenheiro Roberto Freire - de 4186 a 4736 - lado par;2
Apartamento para venda com 280 metros quadrados com 4 Suítes em Areia Preta. Porto Atlânti;2150000;1800;11000;280;5 ou mais;4;empty;empty;59014060;Natal;Areia Preta;Rua Pinto Martins;5 ou mais
Central Park 2 quartos giardino.;390000;0;0;84;1;2;Varanda, Área de serviço;Elevador, Permitido animais, Portaria, Piscina, Condomínio fechado, Salão de festas, Academia;59086005;Natal;Neópolis;Rua Lúcia Viveiros;2
Apartamento venda tirol, três quartos, suíte, dependência, elevador, portaria 24h;295000;530;1850;116;3;1;Ar condicionado;Condomínio fechado, Permitido animais, Portaria, Elevador;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;3
Apartamento com 3 Quartos e 3 banheiros à Venda, 120 m² por R$ 320.000;320000;750;2300;120;3;2;empty;empty;59063380;Natal;Lagoa Nova;Rua Sérgio Severo;3
Apartamento à venda em Lagoa Nova (Natal/RN) |Residencial Antônio Alves - 92m²;860000;625;3800;102;3;2;Ar condicionado, Área de serviço, Varanda, Piscina, Churrasqueira, Academia;Segurança 24h, Salão de festas, Academia, Elevador, Piscina;59075200;Natal;Lagoa Nova;Avenida Coronel Norton Chaves;3
Apartamento para venda possui 449 m2 em Petrópolis;3200000;2500;0;449;5 ou mais;4;Academia, Piscina;Academia, Piscina, Salão de festas, Elevador;59012360;Natal;Petrópolis;Avenida Presidente Getúlio Vargas;4
Apartamento para venda possui 197 metros quadrados com 4 quartos em Petrópolis - Natal - R;1099000;1180;5200;197;5 ou mais;3;Mobiliado, Churrasqueira, Piscina, Quarto de serviço, Academia, Área de serviço, Armários na cozinha, Ar condicionado;Portaria, Academia, Piscina, Salão de festas, Elevador, Permitido animais, Condomínio fechado;59012570;Natal;Petrópolis;Rua General Gustavo Cordeiro de Faria;4
Apartamento à venda, Capim Macio, Natal, RN;472500;0;0;78;3;empty;empty;empty;59082090;Natal;Capim Macio;Rua Valter Fernandes;3
Apartamento com 2 dormitórios à venda, 58 m² por R$ 275.000,00 - Candelária - Natal/RN;275000;530;150;58;2;1;Churrasqueira, Área de serviço, Piscina;Piscina, Condomínio fechado, Elevador;59064510;Natal;Candelária;Rua Lafayete Lamartine;2
Apartamento para venda possui 216 metros quadrados com 4 quartos em tirol -  -;480000;1200;0;216;4;2;empty;empty;59015370;Natal;Tirol;Rua Doutor Vicente Farache;4
Apartamento com 2 dormitórios à venda, 150 m² - Tirol - Natal/RN - AP0601;400000;1045;315;150;3;2;Área de serviço;Elevador;59022100;Natal;Barro Vermelho;Rua Romualdo Galvão - até 718 - lado par;2
Para você que busca exclusividade, sofisticação e qualidade de vida, esta é a sua oportuni;5500000;0;0;480;5 ou mais;5 ou mais;Academia, Piscina, Churrasqueira, Área de serviço, Varanda;Elevador, Salão de festas, Academia, Condomínio fechado, Piscina;59012300;Natal;Petrópolis;Avenida Nilo Peçanha;5 ou mais
More no melhor e um dos mais novos condomínio de Ponta Negra com vista para o mar.;549000;507;2200;55;2;1;Academia, Varanda, Área de serviço, Piscina, Ar condicionado;Elevador, Portaria, Permitido animais, Piscina, Academia, Condomínio fechado;59092440;Natal;Ponta Negra;Avenida Engenheiro Roberto Freire - de 4186 a 4736 - lado par;2
Apartamento em Petrópolis super bem-localizado;350000;1100;2075;161;3;1;Armários embutidos, Armários na cozinha;Condomínio fechado, Elevador, Salão de festas, Portaria, Permitido animais;59012350;Natal;Petrópolis;Rua Doutor Paulo Viveiros;2
À venda, Solar Alta Vista, 156 metros quadrados, 3 suítes;1600000;1400;0;156;5 ou mais;4;empty;empty;59082000;Natal;Capim Macio;Rua Ismael Pereira da Silva;3
NATAL - Padrão - Neópolis;320000;380;1679;64;2;1;Academia, Varanda, Área de serviço, Piscina, Churrasqueira;Academia, Salão de festas, Piscina;59086005;Natal;Neópolis;Rua Lúcia Viveiros;2
Belíssimo apto todo mobiliado;260000;0;0;54;2;1;Mobiliado, Churrasqueira, Ar condicionado;Permitido animais, Elevador, Condomínio fechado;59090420;Natal;Ponta Negra;Avenida das Conchas;2
S0313 - Apartamento para venda no Condomínio Monte Olimpo com 73m², 3/4 sendo 1 suite em T;259900;0;0;73;2;2;Área de serviço;empty;59020330;Natal;Tirol;Rua Alberto Maranhão;3
Excelente apartamento à venda com 3 suítes na divisa de Neópolis com Capim Macio;619041;0;0;90;4;2;Churrasqueira, Academia, Varanda, Piscina;Segurança 24h, Academia, Piscina, Salão de festas, Elevador;59091050;Natal;Ponta Negra;Rua da Conquista;3
Apartamento Reformado Venda 1 quarto Garagem etc Próx. Extra em Capim Macio  - Natal - RN;95000;0;0;48;1;1;Área de serviço;Condomínio fechado;59082110;Natal;Capim Macio;Rua Antônio Farache;1
Apartamento para venda possui 67 metros quadrados com 2 quartos em Capim Macio - Natal - R;435000;0;0;67;1;2;Piscina, Churrasqueira, Área de serviço, Varanda, Academia;Piscina, Salão de festas, Condomínio fechado, Academia, Portaria, Elevador;59082120;Natal;Capim Macio;Rua Antônio Madruga;2
